id,name,title,cost,inkwell,attack,defence,color,type,action,flavour,separator,stars,illustrator,card_set_id,language,number,pack,rarity,image,blurhash,franchise_id,final,spoiler,created_at,updated_at,traits,prices,franchise,languages
357,The Huntsman,Reluctant Enforcer,2,1,1,1,6,glimmer,"<mark>CHANGE OF HEART</mark> Whenever this character quests, you may draw a card, then choose and discard a card.","“Run away, hide! In the woods, anywhere!”",book,2,Gaku Kumatori,3,EN,194,204,common,https://images.lorcania.com/cards/rotf/194_en_the_huntsman-716.webp,,15,1,0,2023-11-07T17:37:19.000000Z,2023-11-07T17:37:19.000000Z,"['Ally', 'Storyborn']",12.43,"{'id': 15, 'name': 'Snow White and the Seven Dwarfs', 'slug': 'snow-white-and-the-seven-dwarfs', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FSnow_White.png'}","{'EN': {'card_id': 357, 'language': 'EN', 'name': 'The Huntsman', 'title': 'Reluctant Enforcer', 'action': '<mark>CHANGE OF HEART</mark> Whenever this character quests, you may draw a card, then choose and discard a card.', 'flavour': '“Run away, hide! In the woods, anywhere!”', 'image': 'https://images.lorcania.com/cards/rotf/194_en_the_huntsman-716.webp'}, 'DE': {'card_id': 357, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': 'https://images.lorcania.com/cards/rotf/194_de_the_huntsman-716.webp'}, 'FR': {'card_id': 357, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': 'https://images.lorcania.com/cards/rotf/194_fr_the_huntsman-716.webp'}}"
358,The Queen,Disguised Peddler,3,0,2,3,3,glimmer,"<mark>A PERFECT DISGUISE</mark> ↷, Choose and discard a character card − Gain lore equal to the discarded character's ◆.",“This is no ordinary apple . . .”,book,0,Leonardo Giammichele,3,EN,93,204,super_rare,https://images.lorcania.com/cards/rotf/93_en_the_queen-716.webp,,15,1,0,2023-11-07T17:38:53.000000Z,2023-11-07T17:38:53.000000Z,"['Storyborn', 'Villain', 'Queen']",26.87,"{'id': 15, 'name': 'Snow White and the Seven Dwarfs', 'slug': 'snow-white-and-the-seven-dwarfs', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FSnow_White.png'}","{'EN': {'card_id': 358, 'language': 'EN', 'name': 'The Queen', 'title': 'Disguised Peddler', 'action': ""<mark>A PERFECT DISGUISE</mark> ↷, Choose and discard a character card − Gain lore equal to the discarded character's ◆."", 'flavour': '“This is no ordinary apple . . .”', 'image': 'https://images.lorcania.com/cards/rotf/93_en_the_queen-716.webp'}, 'DE': {'card_id': 358, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': 'https://images.lorcania.com/cards/rotf/93_de_the_queen-716.webp'}, 'FR': {'card_id': 358, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': 'https://images.lorcania.com/cards/rotf/93_fr_the_queen-716.webp'}}"
359,Owl,Logical Lecturer,1,1,2,2,2,glimmer,,"“For instance, based on the quality of the light and the subtle change in wind direction, I can safely say that it is time for tea.”",pen,1,Agnes Christianson,3,EN,156,204,common,https://images.lorcania.com/cards/rotf/156_en_owl-716.webp,,17,1,0,2023-11-07T17:42:11.000000Z,2023-11-07T17:42:11.000000Z,"['Ally', 'Storyborn']",1.98,"{'id': 17, 'name': 'Winnie the Pooh', 'slug': 'winnie-the-pooh', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FWinnie_the_pooh.png'}","{'EN': {'card_id': 359, 'language': 'EN', 'name': 'Owl', 'title': 'Logical Lecturer', 'action': None, 'flavour': '“For instance, based on the quality of the light and the subtle change in wind direction, I can safely say that it is time for tea.”', 'image': 'https://images.lorcania.com/cards/rotf/156_en_owl-716.webp'}, 'DE': {'card_id': 359, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': 'https://images.lorcania.com/cards/rotf/156_de_owl-716.webp'}, 'FR': {'card_id': 359, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': 'https://images.lorcania.com/cards/rotf/156_fr_owl-716.webp'}}"
360,Raya,Headstrong,3,1,2,3,1,glimmer,"<mark>NOTE TO SELF, DON’T DIE</mark> During your turn, whenever this character banishes another character in a challenge, you may ready this character. She can’t quest for the rest of this turn.","Two parts bravery, one part cleverness, and a whole lot of determination.",pen,1,Amber Kommavongsa,3,EN,122,204,common,https://images.lorcania.com/cards/rotf/122_en_raya-716.webp,,25,1,0,2023-11-07T18:40:09.000000Z,2023-11-07T18:40:09.000000Z,"['Hero', 'Storyborn', 'Princess']",2.88,"{'id': 25, 'name': 'Raya and the Last Dragon', 'slug': 'raya-and-the-last-dragon', 'brand': None, 'image': 'https://images.lorcania.com/site/franchises/Raya_Last_Dragon.png'}","{'EN': {'card_id': 360, 'language': 'EN', 'name': 'Raya', 'title': 'Headstrong', 'action': '<mark>NOTE TO SELF, DON’T DIE</mark> During your turn, whenever this character banishes another character in a challenge, you may ready this character. She can’t quest for the rest of this turn.', 'flavour': 'Two parts bravery, one part cleverness, and a whole lot of determination.', 'image': 'https://images.lorcania.com/cards/rotf/122_en_raya-716.webp'}, 'DE': {'card_id': 360, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 360, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
361,Flynn Rider,His Own Biggest Fan,4,0,2,3,3,glimmer,"<b>Shift</b> 2 <i>You may pay 2 ⬡ to play this on top of one of your characters named Flynn Rider.)</i><br /><b>Evasive</b> (<i>Only characters with Evasive can challenge this character.</i>)<br /><mark>ONE LAST, BIG SCORE</mark> This character gets -1 ◆ for each card in your opponents' hands.",,,4,E. Meleranci / L. Giammichele,3,EN,82,204,rare,https://images.lorcania.com/cards/rotf/82_en_flynn_rider-716.webp,,13,1,0,2023-11-07T18:44:15.000000Z,2023-11-07T18:44:15.000000Z,"['Floodborn', 'Hero', 'Prince']",12.88,"{'id': 13, 'name': 'Tangled', 'slug': 'tangled', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FTangled.png'}","{'EN': {'card_id': 361, 'language': 'EN', 'name': 'Flynn Rider', 'title': 'His Own Biggest Fan', 'action': ""<b>Shift</b> 2 <i>You may pay 2 ⬡ to play this on top of one of your characters named Flynn Rider.)</i><br />\n<b>Evasive</b> (<i>Only characters with Evasive can challenge this character.</i>)<br />\n<mark>ONE LAST, BIG SCORE</mark> This character gets -1 ◆ for each card in your opponents' hands."", 'flavour': None, 'image': 'https://images.lorcania.com/cards/rotf/82_en_flynn_rider-716.webp'}, 'DE': {'card_id': 361, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 361, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
362,Donald Duck,Sleepwalker,3,1,0,5,3,glimmer,"<mark>STARTLED AWAKE</mark> Whenever you play an action, this character gets +2 ※ this turn.",Heading toward a rude awekening!,pen,1,Leonardo Giammichele,3,EN,78,204,common,https://images.lorcania.com/cards/rotf/78_en_donald_duck-716.webp,,1,1,0,2023-11-07T20:34:13.000000Z,2023-11-07T20:34:13.000000Z,['Storyborn'],2.88,"{'id': 1, 'name': 'Micky Mouse and Friends', 'slug': 'micky-mouse-and-friends', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FMickey_Mouse_and_Friends.png'}","{'EN': {'card_id': 362, 'language': 'EN', 'name': 'Donald Duck', 'title': 'Sleepwalker', 'action': '<mark>STARTLED AWAKE</mark> Whenever you play an action, this character gets +2 ※ this turn.', 'flavour': 'Heading toward a rude awekening!', 'image': 'https://images.lorcania.com/cards/rotf/78_en_donald_duck-716.webp'}, 'DE': {'card_id': 362, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 362, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
363,Mother Gothel,Withered and Wicked,2,1,3,4,1,glimmer,<mark>WHAT HAVE YOU DONE?!</mark> This character enters play with 3 damage.,Her feelings are written all over her face.,pen,1,Koni,3,EN,116,204,uncommon,https://images.lorcania.com/cards/rotf/116_en_mother_gothel-716.webp,,13,1,0,2023-11-08T10:58:11.000000Z,2023-11-08T10:58:11.000000Z,"['Storyborn', 'Villain']",3.25,"{'id': 13, 'name': 'Tangled', 'slug': 'tangled', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FTangled.png'}","{'EN': {'card_id': 363, 'language': 'EN', 'name': 'Mother Gothel', 'title': 'Withered and Wicked', 'action': '<mark>WHAT HAVE YOU DONE?!</mark> This character enters play with 3 damage.', 'flavour': 'Her feelings are written all over her face.', 'image': 'https://images.lorcania.com/cards/rotf/116_en_mother_gothel-716.webp'}, 'DE': {'card_id': 363, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 363, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
364,Teeth and Ambitions,,2,1,,,1,song,"<i>A character with cost 2 or more can ↷ to sing this song for free.)</i><br>Deal 2 damage to chosen character of yours to deal 2 damage to another chosen character.","Of course, quid pro quo, you’re expected To take certain duties on board",clef,0,Jake Parker,3,EN,130,204,rare,https://images.lorcania.com/cards/rotf/130_en_teeth_and_ambitions-716.webp,,12,1,0,2023-11-08T11:03:37.000000Z,2023-11-08T11:03:37.000000Z,"['Action', 'Song']",13.99,"{'id': 12, 'name': 'The Lion King', 'slug': 'the-lion-king', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FLion_King.png'}","{'EN': {'card_id': 364, 'language': 'EN', 'name': 'Teeth and Ambitions', 'title': None, 'action': '<i>A character with cost 2 or more can ↷ to sing this song for free.)</i><br>\nDeal 2 damage to chosen character of yours to deal 2 damage to another chosen character.', 'flavour': 'Of course, quid pro quo, you’re expected \nTo take certain duties on board', 'image': 'https://images.lorcania.com/cards/rotf/130_en_teeth_and_ambitions-716.webp'}, 'DE': {'card_id': 364, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 364, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
365,Ratigan's Marvelous Trap,,3,0,,,3,item,<mark>SNAP! BOOM! TWANG!</mark> Banish this item − Each opponent loses 2 lore.,"Simple in purpose, elaborate in execution−just like Ratigan.",pen,0,Leonardo Giammichele,3,EN,102,204,rare,https://images.lorcania.com/cards/rotf/102_en_ratigans_marvelous_trap-716.webp,,27,1,0,2023-11-08T14:15:39.000000Z,2023-11-08T14:15:39.000000Z,['Item'],12.88,"{'id': 27, 'name': 'The Great Mouse Detective', 'slug': 'great-mouse-detective', 'brand': None, 'image': 'https://images.lorcania.com/site/franchises/Lorcania.webp'}","{'EN': {'card_id': 365, 'language': 'EN', 'name': ""Ratigan's Marvelous Trap"", 'title': None, 'action': '<mark>SNAP! BOOM! TWANG!</mark> Banish this item − Each opponent loses 2 lore.', 'flavour': 'Simple in purpose, elaborate in execution−just like Ratigan.', 'image': 'https://images.lorcania.com/cards/rotf/102_en_ratigans_marvelous_trap-716.webp'}, 'DE': {'card_id': 365, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 365, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
366,Painting the Roses Red,,2,1,,,4,song,"<i>(A character with cost 2 or more can ↷ to sing this song for free.)</i><br />Up to 2 chosen characters get -1 ※ this turn. Draw a card.",,,0,Matt Chapman,3,EN,30,204,common,https://images.lorcania.com/cards/rotf/30_en_painting_the_roses_red-716.webp,,16,1,0,2023-11-08T14:17:32.000000Z,2023-11-08T14:17:32.000000Z,"['Action', 'Song']",2.88,"{'id': 16, 'name': 'Alice in Wonderland', 'slug': 'alice-in-wonderland', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FAlice_in_Wonderland.png'}","{'EN': {'card_id': 366, 'language': 'EN', 'name': 'Painting the Roses Red', 'title': None, 'action': '<i>(A character with cost 2 or more can ↷ to sing this song for free.)</i><br />\nUp to 2 chosen characters get -1 ※ this turn. Draw a card.', 'flavour': None, 'image': 'https://images.lorcania.com/cards/rotf/30_en_painting_the_roses_red-716.webp'}, 'DE': {'card_id': 366, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 366, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
367,Let the Storm Rage On,,3,0,,,6,song,"<i>(A character with cost 3 or more can ↷ to sing this song for free.)</i><br />Deal 2 damage to chosen character. Draw a card.",The cold never bothered me anyway,clef,0,R. la Barbera / L. Giammichele,3,EN,199,204,common,https://images.lorcania.com/cards/rotf/199_en_let_the_storm_rage_on-716.webp,,3,1,0,2023-11-08T14:23:41.000000Z,2023-11-08T14:23:41.000000Z,"['Action', 'Song']",2.88,"{'id': 3, 'name': 'Frozen', 'slug': 'frozen', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FFrozen.png'}","{'EN': {'card_id': 367, 'language': 'EN', 'name': 'Let the Storm Rage On', 'title': None, 'action': '<i>(A character with cost 3 or more can ↷ to sing this song for free.)</i><br />\nDeal 2 damage to chosen character. Draw a card.', 'flavour': 'The cold never bothered me anyway', 'image': 'https://images.lorcania.com/cards/rotf/199_en_let_the_storm_rage_on-716.webp'}, 'DE': {'card_id': 367, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 367, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
368,Go the Distance,,2,1,,,1,song,"<i>(A character with cost 2 or more can ↷ to sing this song for free.)</i><br />Ready chosen damaged character of yours. They can't quest for the rest of this turn. Draw a card.",,,0,Gaku Kumatori,3,EN,129,204,common,https://images.lorcania.com/cards/rotf/129_en_go_to_disnance-716.webp,,9,1,0,2023-11-08T14:29:12.000000Z,2023-11-08T14:29:12.000000Z,"['Action', 'Song']",2.47,"{'id': 9, 'name': 'Hercules', 'slug': 'hercules', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FHercules.png'}","{'EN': {'card_id': 368, 'language': 'EN', 'name': 'Go the Distance', 'title': None, 'action': ""<i>(A character with cost 2 or more can ↷ to sing this song for free.)</i><br />\nReady chosen damaged character of yours. They can't quest for the rest of this turn. Draw a card."", 'flavour': None, 'image': 'https://images.lorcania.com/cards/rotf/129_en_go_to_disnance-716.webp'}, 'DE': {'card_id': 368, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 368, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
369,You Can Fly,,2,1,,,1,song,"<i>(A character with cost 2 or more can ↷ to sing this song for free.)</i><br />Chosen character gains <b>Evasive</b> until the start of your next turn. <i>Only characters with Evasive can challenge them.)</i>",,,0,Eva Widermann,3,EN,133,204,uncommon,https://images.lorcania.com/cards/rotf/133_en_you_can_fly-716.webp,,7,1,0,2023-11-08T14:30:44.000000Z,2023-11-08T14:30:44.000000Z,"['Action', 'Song']",0,"{'id': 7, 'name': 'Peter Pan', 'slug': 'peter-pan', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FPeter_Pan.png'}","{'EN': {'card_id': 369, 'language': 'EN', 'name': 'You Can Fly!', 'title': None, 'action': '<i>(A character with cost 2 or more can ↷ to sing this song for free.)</i><br />\nChosen character gains <b>Evasive</b> until the start of your next turn. <i>Only characters with Evasive can challenge them.)</i>', 'flavour': None, 'image': 'https://images.lorcania.com/cards/rotf/133_en_you_can_fly-716.webp'}, 'DE': {'card_id': 369, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 369, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
370,Strength of a Raging Fire,,3,1,,,6,song,"<i>A character with cost 3 or more can ↷ to sing this song for free.)</i><br />Deal damage to chosen character equal to the number of characters you have in play.","Tranquil as a forest But on fire within",clef,0,Jared Nickerl / Alex Accorsi,3,EN,201,204,rare,https://images.lorcania.com/cards/rotf/201_en_strength_of_a_raging_fire-716.webp,,8,1,0,2023-11-08T14:33:55.000000Z,2023-11-08T14:33:55.000000Z,"['Action', 'Song']",12.88,"{'id': 8, 'name': 'Mulan', 'slug': 'mulan', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FMulan.png'}","{'EN': {'card_id': 370, 'language': 'EN', 'name': 'Strength of a Raging Fire', 'title': None, 'action': '<i>A character with cost 3 or more can ↷ to sing this song for free.)</i><br />\nDeal damage to chosen character equal to the number of characters you have in play.', 'flavour': 'Tranquil as a forest \nBut on fire within', 'image': 'https://images.lorcania.com/cards/rotf/201_en_strength_of_a_raging_fire-716.webp'}, 'DE': {'card_id': 370, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 370, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
371,Jiminy Cricket,Pinocchio's Conscience,2,1,1,2,5,glimmer,"<b>Evasive</b> <i>(Only characters with Evasive can challenge this character.)</i><br /><mark>THAT STILL, SMALL VOICE</mark> When you play this character, if you have a character named Pinocchio in play, you may draw a card.","“Say, that's pretty swell.”",book,1,Isaiah Mesq,3,EN,44,204,common,https://images.lorcania.com/cards/rotf/44_en_jiminy_cricket-716.webp,,26,1,0,2023-11-08T16:27:01.000000Z,2023-11-08T16:27:01.000000Z,"['Mentor', 'Storyborn']",2.88,"{'id': 26, 'name': 'Pinocchio', 'slug': 'pinocchio', 'brand': None, 'image': 'https://images.lorcania.com/site/franchises/Lorcania.webp'}","{'EN': {'card_id': 371, 'language': 'EN', 'name': 'Jiminy Cricket', 'title': ""Pinocchio's Conscience"", 'action': '<b>Evasive</b> <i>(Only characters with Evasive can challenge this character.)</i><br />\n<mark>THAT STILL, SMALL VOICE</mark> When you play this character, if you have a character named Pinocchio in play, you may draw a card.', 'flavour': ""“Say, that's pretty swell.”"", 'image': 'https://images.lorcania.com/cards/rotf/44_en_jiminy_cricket-716.webp'}, 'DE': {'card_id': 371, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 371, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
372,Peter Pan's Shadow,Not Sewn On,4,0,2,3,5,glimmer,"<b>Evasive</b> <i>(Only characters with Evasive can challenge this character.)</i><br /><b>Rush</b> <i>(This character can challenge the turn they're played.)</i><br /><mark>TIPTOE</mark> Your other characters with <b>Rush</b> gain <b>Evasive</b>.",,,2,Giulia Riva,3,EN,55,204,super_rare,https://images.lorcania.com/cards/rotf/55_en_peter_pans_shadow-716.webp,,7,1,0,2023-11-08T17:31:53.000000Z,2023-11-08T17:31:53.000000Z,"['Ally', 'Storyborn']",24.88,"{'id': 7, 'name': 'Peter Pan', 'slug': 'peter-pan', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FPeter_Pan.png'}","{'EN': {'card_id': 372, 'language': 'EN', 'name': ""Peter Pan's Shadow"", 'title': 'Not Sewn On', 'action': ""<b>Evasive</b> <i>(Only characters with Evasive can challenge this character.)</i><br />\n<b>Rush</b> <i>(This character can challenge the turn they're played.)</i><br />\n<mark>TIPTOE</mark> Your other characters with <b>Rush</b> gain <b>Evasive</b>."", 'flavour': None, 'image': 'https://images.lorcania.com/cards/rotf/55_en_peter_pans_shadow-716.webp'}, 'DE': {'card_id': 372, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 372, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
373,Raya,Leader of Heart,6,1,5,3,1,glimmer,"<b>Shift</b> 4 <i>You may pay 4 ⬡ to play this on top of one of your characters named Raya.)</i><br><mark>CHAMPION OF KUMANDRA</mark> Whenever this character challenges a damaged character, she takes no damage from the challenge.",,,2,Amber Kommavongsa,3,EN,123,204,super_rare,https://images.lorcania.com/cards/rotf/123_en_raya-716.webp,,25,1,0,2023-11-09T09:47:16.000000Z,2023-11-09T09:47:16.000000Z,"['Floodborn', 'Hero', 'Princess']",28.88,"{'id': 25, 'name': 'Raya and the Last Dragon', 'slug': 'raya-and-the-last-dragon', 'brand': None, 'image': 'https://images.lorcania.com/site/franchises/Raya_Last_Dragon.png'}","{'EN': {'card_id': 373, 'language': 'EN', 'name': 'Raya', 'title': 'Leader of Heart', 'action': '<b>Shift</b> 4 <i>You may pay 4 ⬡ to play this on top of one of your characters named Raya.)</i><br>\n<mark>CHAMPION OF KUMANDRA</mark> Whenever this character challenges a damaged character, she takes no damage from the challenge.', 'flavour': None, 'image': 'https://images.lorcania.com/cards/rotf/123_en_raya-716.webp'}, 'DE': {'card_id': 373, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 373, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
374,Baloo,Fun-Loving Bear,3,1,4,3,1,glimmer,,“The bees are buzzin’ in the tree to make some honey just for me!”,book,1,R. la Barbera / L. Giammichele,3,EN,103,204,common,https://images.lorcania.com/cards/rotf/103_en_baloo-716.webp,,28,1,0,2023-11-09T13:35:52.000000Z,2023-11-09T13:35:52.000000Z,"['Ally', 'Storyborn']",0,"{'id': 28, 'name': 'The Jungle Book', 'slug': 'jungle-book', 'brand': None, 'image': 'https://images.lorcania.com/site/franchises/Lorcania.webp'}","{'EN': {'card_id': 374, 'language': 'EN', 'name': 'Baloo', 'title': 'Fun-Loving Bear', 'action': None, 'flavour': '“The bees are buzzin’ in the tree to make some honey just for me!”', 'image': 'https://images.lorcania.com/cards/rotf/103_en_baloo-716.webp'}, 'DE': {'card_id': 374, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': 'https://images.lorcania.com/cards/rotf/103_de_balu-716.webp'}, 'FR': {'card_id': 374, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
375,Rapunzel,Sunshine,2,1,1,4,4,glimmer,<mark>MAGIC HAIR</mark> ↷ − Remove up to 2 damage from chosen character.,“We can all make the world a little brighter in our own way.”,pen,1,Aubrey Archer,3,EN,20,204,common,https://images.lorcania.com/cards/rotf/20_en_rapunzel-716.webp,,13,1,0,2023-11-09T16:02:45.000000Z,2023-11-09T16:02:45.000000Z,"['Dreamborn', 'Hero', 'Princess']",2.78,"{'id': 13, 'name': 'Tangled', 'slug': 'tangled', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FTangled.png'}","{'EN': {'card_id': 375, 'language': 'EN', 'name': 'Rapunzel', 'title': 'Sunshine', 'action': '<mark>MAGIC HAIR</mark> ↷ − Remove up to 2 damage from chosen character.', 'flavour': '“We can all make the world a little brighter in our own way.”', 'image': 'https://images.lorcania.com/cards/rotf/20_en_rapunzel-716.webp'}, 'DE': {'card_id': 375, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 375, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
376,Hercules,Divine Hero,6,1,6,3,6,glimmer,"<b>Shift</b> 4 <i>You may pay 4 ⬡ to play this on top of one of your characters named Hercules.)</i><br /><b>Resist</b> +2 <i>(Damage dealt to this character is reduced by 2.)</i>",A good guy to have around when something wrecks your inkworks.,pen,2,Grace Tran,3,EN,181,204,rare,https://images.lorcania.com/cards/rotf/181_en_hercules-716.webp,,9,1,0,2023-11-09T16:38:33.000000Z,2023-11-09T16:38:33.000000Z,"['Hero', 'Floodborn', 'Deity', 'Prince']",12.78,"{'id': 9, 'name': 'Hercules', 'slug': 'hercules', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FHercules.png'}","{'EN': {'card_id': 376, 'language': 'EN', 'name': 'Hercules', 'title': 'Divine Hero', 'action': '<b>Shift</b> 4 <i>You may pay 4 ⬡ to play this on top of one of your characters named Hercules.)</i><br />\n<b>Resist</b> +2 <i>(Damage dealt to this character is reduced by 2.)</i>', 'flavour': 'A good guy to have around when something wrecks your inkworks.', 'image': 'https://images.lorcania.com/cards/rotf/181_en_hercules-716.webp'}, 'DE': {'card_id': 376, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 376, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
377,Weight Set,,3,1,,,6,item,"<mark>TRAINING</mark> Whenever you play a character with 4 ※ or more, you may pay 1 ⬡ to draw a card.",Personally endorsed by Hercules himself!,pen,0,Antonia Flechsig,3,EN,204,204,rare,https://images.lorcania.com/cards/rotf/204_en_weight_set-716.webp,,9,1,0,2023-11-09T17:13:13.000000Z,2023-11-09T17:13:13.000000Z,['Item'],11.48,"{'id': 9, 'name': 'Hercules', 'slug': 'hercules', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FHercules.png'}","{'EN': {'card_id': 377, 'language': 'EN', 'name': 'Weight Set', 'title': None, 'action': '<mark>TRAINING</mark> Whenever you play a character with 4 ※ or more, you may pay 1 ⬡ to draw a card.', 'flavour': 'Personally endorsed by Hercules himself!', 'image': 'https://images.lorcania.com/cards/rotf/204_en_weight_set-716.webp'}, 'DE': {'card_id': 377, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 377, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
378,Alice,Growing Girl,3,1,1,4,2,glimmer,"<mark>GOOD ADVICE</mark> Your other characters gain <b>Support</b>. <i>(Whenever they quest, you may add their ※ to another chosen character's ※ this turn.)</i><br /><mark>WHAT DID I DO?</mark> While this character has 10 ※ or more, she gets +4 ◆.",,,1,Alice Pisoni,3,EN,137,204,legendary,https://images.lorcania.com/cards/rotf/137_en_alice-716.webp,,16,1,0,2023-11-09T17:57:55.000000Z,2023-11-09T17:57:55.000000Z,"['Dreamborn', 'Hero']",88,"{'id': 16, 'name': 'Alice in Wonderland', 'slug': 'alice-in-wonderland', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FAlice_in_Wonderland.png'}","{'EN': {'card_id': 378, 'language': 'EN', 'name': 'Alice', 'title': 'Growing Girl', 'action': ""<mark>GOOD ADVICE</mark> Your other characters gain <b>Support</b>. <i>(Whenever they quest, you may add their ※ to another chosen character's ※ this turn.)</i><br />\n<mark>WHAT DID I DO?</mark> While this character has 10 ※ or more, she gets +4 ◆."", 'flavour': None, 'image': 'https://images.lorcania.com/cards/rotf/137_en_alice-716.webp'}, 'DE': {'card_id': 378, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 378, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
